留言主题,clean_review,cut_review,地区,主谓宾
A5区美洲故事小区别墅群私搭乱建现象严重,A5区美洲故事小区别墅群私搭乱建现象严重,A5 区 美洲 故事 小区 别墅 群私 搭乱建 现象,A5区,"现象严重,（副词：）"
A5区黎托村60号令老安置小区和粟塘小区小孩读书不方便,A5区黎托村60号令老安置小区和粟塘小区小孩读书不方便,A5 区黎托村 60 号令 安置 小区 粟塘 小区 小孩 读书,A5区,"小区方便,（副词：不）"
A5区圭塘路靠新星小区路口设卡收费,A5区圭塘路靠新星小区路口设卡收费,A5 区圭塘路 新星 小区 路口 设卡 收费,A5区,"圭塘路设卡路口,（副词：靠）"
A5区曲塘路渣土车噪音扰民,A5区曲塘路渣土车噪音扰民,A5 区曲塘路 渣土 车 噪音 扰民,A5区,"噪音扰民,（副词：）"
A5区党员关于转党组织关系的咨询，急！,A5区党员关于转党组织关系的咨询急,A5 区 党员 转 党组织 关系 咨询 急,A5区,"党员咨询关系,（副词：）"
A5区人民中路地质家园二期拖欠农民工工资,A5区人民中路地质家园二期拖欠农民工工资,A5 区 中路 地质 家园 二期 拖欠 农民工 工资,A5区,"家园拖欠工资,（副词：二期）"
A5区长房半岛蓝湾用水问题还没解决,A5区长房半岛蓝湾用水问题还没解决,A5 区长 房 半岛 蓝湾 用水 解决,A5区,"解决问题,（副词：还）"
A5区明昇壹城小区业主未取得养犬许可证，违规养狗,A5区明昇壹城小区业主未取得养犬许可证违规养狗,A5 区明 昇 壹城 小区业主 未 养犬 许可证 违规 养狗,A5区,"A5区昇养狗,（副词：明）"
A5区保利大都汇违规调规,A5区保利大都汇违规调规,A5 区 保利 汇 违规 调规,A5区,"保利汇调规,（副词：大都）"
A5区跳马镇K10县村的高铁噪音太大了，能不能安装遮音板,A5区跳马镇K10县村的高铁噪音太大了能不能安装遮音板,A5 区 跳马 镇 K10 县村 高铁 噪音 太大 安装 遮 音板,A5区,"噪音太大音板,（副词：能）"
A5区劳动东路魅力之城小区临街门面烧烤夜宵摊,A5区劳动东路魅力之城小区临街门面烧烤夜宵摊,A5 区 劳动 东路 魅力 城 小区 临街 门面 烧烤 夜宵 摊,A5区,"小区临街门面,（副词：）"
A5区长房半岛蓝湾经常停水，生活难以为继,A5区长房半岛蓝湾经常停水生活难以为继,A5 区长 房 半岛 蓝湾 停水 生活 难以为继,A5区,"蓝湾停水,（副词：经常）"
A5区白田佳苑居民饱受高速噪音折磨,A5区白田佳苑居民饱受高速噪音折磨,A5 区白田佳苑 居民 饱受 高速 噪音 折磨,A5区,"居民饱受折磨,（副词：）"
A5区魅力之城小区一楼被搞成商业门面，噪音扰民严重,A5区魅力之城小区一楼被搞成商业门面噪音扰民严重,A5 区 魅力 城 小区 一楼 搞 成 商业 门面 噪音 扰民,A5区,"扰民搞噪音,（副词：被）"
请A5区莲湖村依法落实拆迁政策,请A5区莲湖村依法落实拆迁政策,请 A5 区 莲湖 村 依法 落实 拆迁 政策,A5区,"请落实,（副词：依法）"
A5区保障住房小区地下停车位问题何时可以解决,A5区保障住房小区地下停车位问题何时可以解决,A5 区 保障 住房 小区 地下 停车位 解决,A5区,"解决问题,（副词：何时）"
A5区洞井街道鄱阳社区农民安置房存在手续不全等问题,A5区洞井街道鄱阳社区农民安置房存在手续不全等问题,A5 区洞 井 街道 鄱阳 社区 农民 安置 房 手续 不全,A5区,"农民存在房,（副词：）"
A5区五矿万境K9县的开发商与施工方建房存在质量问题,A5区五矿万境K9县的开发商与施工方建房存在质量问题,A5 区 五矿 万境 K9 县 开发商 施工方 建房 质量,A5区,"开发商存在问题,（副词：）"
A5区木莲路与圭香路口的人行道到处都是违停车辆,A5区木莲路与圭香路口的人行道到处都是违停车辆,A5 区 木莲 路 圭 香 路口 人行道 违停 车辆,A5区,"人行道是车辆,（副词：到处）"
A5区劳动东路魅力之城小区油烟扰民,A5区劳动东路魅力之城小区油烟扰民,A5 区 劳动 东路 魅力 城 小区 油烟 扰民,A5区,"油烟扰民,（副词：）"
A5区绿雅园小区全体业主关于出行困难的诉求,A5区绿雅园小区全体业主关于出行困难的诉求,A5 区绿 雅园 小区 业主 出行 困难 诉求,A5区,"出行诉求,（副词：）"
A5区地质中学附近拥堵问题很严重,A5区地质中学附近拥堵问题很严重,A5 区 地质 中学 拥堵,A5区,"问题严重,（副词：很）"
A5区洞井街道华坤时代广场19楼有公司非法集资,A5区洞井街道华坤时代广场19楼有公司非法集资,A5 区洞 井 街道 华坤 时代广场 19 楼有 公司 非法 集资,A5区,"公司集资,（副词：非法）"
A5区楚水郡小区居民楼毛胚房无任何隔音措施开设麻将馆，严重扰民,A5区楚水郡小区居民楼毛胚房无任何隔音措施开设麻将馆严重扰民,A5 区楚 水 郡 小区 居民楼 毛胚房 隔音 措施 开设 麻将馆 扰民,A5区,"毛胚房无措施,（副词：严重）"
A5区佳兆业水岸新别墅一期违建成风,A5区佳兆业水岸新别墅一期违建成风,A5 区佳兆业 水岸 新 别墅 一期 违 建成 风,A5区,"别墅建成风,（副词：一期）"
A5区学而思培优华盛花园培训点噪音扰民，影响居民生活,A5区学而思培优华盛花园培训点噪音扰民影响居民生活,A5 区学而思 培优 华盛 花园 培训 点 噪音 扰民 影响 居民 生活,A5区,"学而思影响噪音,（副词：扰民）"
请腾开A5区恒达时代花园小区消防生命路，莫视生命如草芥,请腾开A5区恒达时代花园小区消防生命路莫视生命如草芥,请 腾开 A5 区恒达 时代 花园 小区 消防 生命 路莫视 生命 草芥,A5区,"生命请腾开,（副词：）"
A5区洞井街道欧莱雅郡2期复式楼顶违建问题愈发严重,A5区洞井街道欧莱雅郡2期复式楼顶违建问题愈发严重,A5 区洞 井 街道 欧莱雅 郡 期 复式 楼顶 违建 愈发,A5区,"问题严重,（副词：愈发）"
A5区古曲南路广益中学门口脏乱差,A5区古曲南路广益中学门口脏乱差,A5 区 古曲 南路 广益 中学 门口 脏乱差,A5区,"脏乱差,（副词：门口）"
A5区稻田中学学生餐午餐吃的肉是臭的,A5区稻田中学学生餐午餐吃的肉是臭的,A5 区 稻田 中学 学生 餐 午餐 吃 肉,A5区,"学生是午餐,（副词：）"
能不能在A5区环保科技园规划一个公园,能不能在A5区环保科技园规划一个公园,A5 区 环保 科技园 规划 公园,A5区,"科技园规划公园,（副词：能）"
A5区劳动东路魅力之城小区油烟扰民,A5区劳动东路魅力之城小区油烟扰民,A5 区 劳动 东路 魅力 城 小区 油烟 扰民,A5区,"油烟扰民,（副词：）"
反映A5区建发泱玺雅苑学区划分的问题,反映A5区建发泱玺雅苑学区划分的问题,A5 区建 发泱玺 雅苑 学区 划分,A5区,"建发泱玺反映问题,（副词：）"
A5区昇明壹城沿街商铺商业空调的噪音、废气全排小区里了,A5区昇明壹城沿街商铺商业空调的噪音废气全排小区里了,A5 区 昇 明壹城 沿街 商铺 商业 空调 噪音 废气 全排 小区 里,A5区,"里,（副词：）"
A5区魅力之城小区一楼被搞成商业门面，噪音扰民严重,A5区魅力之城小区一楼被搞成商业门面噪音扰民严重,A5 区 魅力 城 小区 一楼 搞 成 商业 门面 噪音 扰民,A5区,"扰民搞噪音,（副词：被）"
A5区同升街道同超物流园内东南角钢结构房屋堵塞消防通道,A5区同升街道同超物流园内东南角钢结构房屋堵塞消防通道,A5 区同升 街道 同超 物流园 东南角 钢结构 房屋 堵塞 消防通道,A5区,"A5区升街道,（副词：同）"
A5区泰禹云开一品小区产权缩水30年,A5区泰禹云开一品小区产权缩水30年,A5 区泰禹 云开 一品 小区 产权 缩水 30 年,A5区,"产权缩水,（副词：）"
A5区左家塘街道办事处不按规定执行上级文件要求,A5区左家塘街道办事处不按规定执行上级文件要求,A5 区 左家塘 街道 办事处 按规定 执行 上级 文件,A5区,"办事处按规定文件,（副词：不）"
请重视A5区跳马镇杨林新村贺嘉岭组平安出行路,请重视A5区跳马镇杨林新村贺嘉岭组平安出行路,请 重视 A5 区 跳马 镇 杨林 新村 贺嘉岭 组 平安 行路,A5区,"组请重视,（副词：）"
A6区高塘岭街道望福佳园附近农家乐破坏白鹭的生存环境,A6区高塘岭街道望福佳园附近农家乐破坏白鹭的生存环境,A6 区 高塘岭 街道 望福 佳园 农家乐 破坏 白鹭 生存环境,A6区,"农家乐生存环境白鹭,（副词：）"
A6区润和又一城九栋有人在楼内开餐厅,A6区润和又一城九栋有人在楼内开餐厅,A6 区润 一城九栋 有人 楼 内开 餐厅,A6区,"A6区润楼,（副词：又）"
咨询A6区丁字湾街道未来发展规划的相关问题,咨询A6区丁字湾街道未来发展规划的相关问题,咨询 A6 区 丁字湾 街道 未来 发展 规划 相关,A6区,"街道咨询规划,（副词：未来）"
A6区盛腾雅苑安置小区为何交房遥遥无期,A6区盛腾雅苑安置小区为何交房遥遥无期,A6 区盛腾 雅苑 安置 小区 交房 遥遥无期,A6区,"小区遥遥无期,（副词：为何）"
A6区润和之悦小区水电等问题不断,A6区润和之悦小区水电等问题不断,A6 区润 之悦 小区 水电,A6区,"A6区不断,（副词：）"
A6区新城国际花都南1门至南2门马路对面每晚都烧垃圾,A6区新城国际花都南1门至南2门马路对面每晚都烧垃圾,A6 区 新城 国际 花都 南 门至南 门 马路 对面 每晚 烧 垃圾,A6区,"烧垃圾,（副词：对面）"
A6区星月绿洲小区门面餐饮商铺油烟“四处飘散”,A6区星月绿洲小区门面餐饮商铺油烟四处飘散,A6 区 星月 绿洲 小区 门面 餐饮 商铺 油烟 四处 飘散,A6区,"油烟飘散,（副词：四处）"
A6区熙庭原著烂尾楼为什么还允许它不限购，坑害老百姓,A6区熙庭原著烂尾楼为什么还允许它不限购坑害老百姓,A6 区熙庭 原著 烂尾楼 限购 坑害 老百姓,A6区,"烂尾楼允许限购,（副词：为什么）"
A6区金桥国际公园里项目夜间通宵施工扰民从未间断,A6区金桥国际公园里项目夜间通宵施工扰民从未间断,A6 区金桥 国际 公园 里 项目 夜间 通宵 施工 扰民 间断,A6区,"项目施工,（副词：夜间）"
渝长厦高铁的长赣高铁征地路线对A6区周边小区影响巨大,渝长厦高铁的长赣高铁征地路线对A6区周边小区影响巨大,渝 长厦 高铁 长 赣 高铁 征地 路线 A6 区 周边 小区 影响,A6区,"路线影响小区,（副词：对）"
去年在A6区去金山桥街道金地三千府做木工，到现在还没拿到工资,去年在A6区去金山桥街道金地三千府做木工到现在还没拿到工资,去年 A6 区去 金山 桥 街道 金 三千 府 做 木工 没拿到 工资,A6区,"A6区去府,（副词：去年）"
A6区白箬铺镇收费站减速带噪音扰民,A6区白箬铺镇收费站减速带噪音扰民,A6 区白 箬 铺 镇 收费站 减速带 噪音 扰民,A6区,"A6区箬收费站,（副词：白）"
A6区江岸花城为何迟迟不交房,A6区江岸花城为何迟迟不交房,A6 区 江岸 花城 迟迟 交房,A6区,"花城交房,（副词：为何）"
市政管道臭水严重影响A6区莲湖路18号重建地小区自建房居民的生活,市政管道臭水严重影响A6区莲湖路18号重建地小区自建房居民的生活,市政 管道 臭水 影响 A6 区 莲湖 路 18 号 重建 小区 自建房 居民 生活,A6区,"臭水影响自建房,（副词：严重）"
A6区金山桥街道金地三千府拖欠农民工薪资,A6区金山桥街道金地三千府拖欠农民工薪资,A6 区 金山 桥 街道 金 三千 府 拖欠 农民工 薪资,A6区,"府拖欠薪资,（副词：）"
A6区乌山街道聚缘路烧烤店占道经营到凌晨两三点,A6区乌山街道聚缘路烧烤店占道经营到凌晨两三点,A6 区 乌山 街道 聚缘路 烧烤店 占 道 经营 凌晨 两三点,A6区,"烧烤店占道,（副词：）"
A6区莲湖路18号居民房屋被污水淹了,A6区莲湖路18号居民房屋被污水淹了,A6 区 莲湖 路 18 号 居民 房屋 污水 淹,A6区,"污水淹房屋,（副词：被）"
A6区金山桥街道金地三千府拖欠农民工工资,A6区金山桥街道金地三千府拖欠农民工工资,A6 区 金山 桥 街道 金 三千 府 拖欠 农民工 工资,A6区,"府拖欠工资,（副词：）"
希望加快A6区河东路网建设,希望加快A6区河东路网建设,希望 加快 A6 区 河东路 网 建设,A6区,"希望加快,（副词：）"
A6区月亮岛街道楚江重建地非法门窗店电锯锯铝材扰民,A6区月亮岛街道楚江重建地非法门窗店电锯锯铝材扰民,A6 区 月亮 岛 街道 楚江 重建 非法 门窗 店电 锯锯 铝材 扰民,A6区,"楚江扰民,（副词：重建）"
A6区中粮鸿云房屋采光有严重问题,A6区中粮鸿云房屋采光有严重问题,A6 区 中粮 鸿云 房屋 采光,A6区,"采光有问题,（副词：）"
A6区金地自在城，请退回我的诚意金,A6区金地自在城请退回我的诚意金,A6 区金地 自在 城请 退回 诚意金,A6区,"金地自在诚意金,（副词：城请）"
四问A6区景城苑的问题何时能得到解决,四问A6区景城苑的问题何时能得到解决,四问 A6 区景 城苑 何时能 解决,A6区,"问题得到解决,（副词：何时能）"
向领导报告A6区乌山镇乌山村马龙口组八户遗留村民进行代征收事宜,向领导报告A6区乌山镇乌山村马龙口组八户遗留村民进行代征收事宜,领导 报告 A6 区 乌 山镇 乌 山村 马 龙口 组 八户 遗留 村民 代 征收 事宜,A6区,"八户向村民,（副词：）"
A6区中粮鸿云小区三栋业主在电梯厅公共区域违建一整面墙的鞋柜,A6区中粮鸿云小区三栋业主在电梯厅公共区域违建一整面墙的鞋柜,A6 区 中粮 鸿云 小区 三栋 业主 电梯 厅 公共 区域 违建 整面 墙 鞋柜,A6区,"业主违建墙,（副词：在）"
A6区老政府篮球场旁宿舍餐厨垃圾无人清理,A6区老政府篮球场旁宿舍餐厨垃圾无人清理,A6 区 政府 篮球场 旁 宿舍 餐厨 垃圾 无人 清理,A6区,"垃圾清理,（副词：旁）"
中国工商银行西地省金融培训学校A6区校区的油烟机问题怎么就解决不了？,中国工商银行西地省金融培训学校A6区校区的油烟机问题怎么就解决不了,中国工商银行 西地省 金融 培训 学校 A6 区 校区 油烟机 解决不了,A6区,"问题解决不了,（副词：怎么）"
