留言主题,clean_review,cut_review,地区,关键词,留言详情中的实体,留言主题中的实体
A3区天麓尚层小区底商占用人行走廊违建,A3区天麓尚层小区底商占用人行走廊违建,A3区 天麓 尚层 小区 底商 占用 人行 走廊 违建,A3区,"['A3区', '天麓', '尚层', '底商', '违建']","['西地省', '中华人民共和国中国人民银行', '中华人民共和国', '中华人民共和国']",['A3区天麓尚层小区底商']
A3区武警医院前面的人行地下通道味道奇特,A3区武警医院前面的人行地下通道味道奇特,A3区 武警 医院 人行 地下通道 味道 奇特,A3区,"['A3区', '地下通道', '武警', '人行', '奇特']","['A市万润滨江', '滨江', '滨江', 'A市', '王胜伟', '滨江天著']",['A3区武警医院']
A3区市场监管人员的工作应摆正态度,A3区市场监管人员的工作应摆正态度,A3区 市场监管 人员 工作 应 摆正 态度,A3区,"['A3区', '摆正', '市场监管', '态度', '人员']","['西地省A市A2区', '房地产开发有限公司', 'A市', '房地产开发有限公司', 'A市A2区', '瑞富苑', '房地产开发有限公司', '瑞富苑', '房地产开发有限公司', '瑞富苑', '瑞富苑', '房地产开发有限公司', '房地产开发有限公司', '房地产开发有限公司', '中华人民共和国', '西地省', '房地产开发有限公司', '房地产开发有限公司', '西地', '房地产开发有限公司', '房地产开发有限公司']",[]
A3区A3区街道惟盛园安置小区收费不合理,A3区A3区街道惟盛园安置小区收费不合理,A3区 A3区 街道 惟盛园 安置 小区 收费 不合理,A3区,"['A3区', '惟盛园', '不合理', '安置', '小区']","['A2区', '太平街']",['A3区A3区']
A3区钰龙天下西区居民请A市规划局给个说法,A3区钰龙天下西区居民请A市规划局给个说法,A3区 钰龙 天下 西区 居民 请 A市 规划局 说法,A3区,"['A3区', '钰龙', 'A市', '规划局', '西区']","['广东', '西地省', 'A市']","['A3区钰龙天下', 'A市']"
能不能在A3区麓山国际实验小学附近建个天桥,能不能在A3区麓山国际实验小学附近建个天桥,A3区 麓 山 国际 实验 小学 建个 天桥,A3区,"['A3区', '建个', '天桥', '小学', '实验']","['A市A2区旭辉华宇南宸府', 'A市发改委', '建委A市统计局']",['A3区']
A3区金茂房地产施工队长期半夜施工噪音扰民,A3区金茂房地产施工队长期半夜施工噪音扰民,A3区 金茂 房地产 施工队 长期 半夜 施工 噪音 扰民,A3区,"['金茂', 'A3区', '施工队', '扰民', '噪音']",['A2区'],['A3区金茂房地产施工队']
A3区雷锋镇师大附中民工的工资还没发,A3区雷锋镇师大附中民工的工资还没发,A3区 雷锋 镇 师大附中 民工 工资 没发,A3区,"['师大附中', 'A3区', '没发', '雷锋', '民工']",['A市福田厂'],"['A3区', '雷锋']"
被A3区阿普阿布小区开发商坑害，购房多年现无购房资格,被A3区阿普阿布小区开发商坑害购房多年现无购房资格,A3区 阿普 阿布 小区 开发商 坑害 购房 多年 现无 购房 资格,A3区,"['购房', 'A3区', '现无', '阿普', '坑害']","['大湾', '长江', '武汉', '重庆成都', 'A市', '贵阳', 'A市', 'A市', '大西地省']",['A3区阿普阿布小区开发商']
被A3区阿普阿布小区开发商坑害，购房多年现无购房资格,被A3区阿普阿布小区开发商坑害购房多年现无购房资格,A3区 阿普 阿布 小区 开发商 坑害 购房 多年 现无 购房 资格,A3区,"['购房', 'A3区', '现无', '阿普', '坑害']","['泰禹小学', '泰禹小学']",['A3区阿普阿布小区开发商']
A3区咸嘉湖西路麓谷雅园小区公共楼顶被非法占用,A3区咸嘉湖西路麓谷雅园小区公共楼顶被非法占用,A3区 咸嘉 湖西 路麓 谷 雅园 小区 公共 楼顶 非法 占用,A3区,"['A3区', '咸嘉', '路麓', '雅园', '湖西']","['A市政府', 'A市', '帮刚', 'A市']",['A3区咸嘉湖西路麓谷雅园小区']
A3区中海国际社区幼儿园无法满足实龄幼儿就读需求,A3区中海国际社区幼儿园无法满足实龄幼儿就读需求,A3区 中海 国际 社区 幼儿园 实龄 幼儿 就读 需求,A3区,"['A3区', '实龄', '幼儿', '就读', '幼儿园']","['A2区', '西路', '南站', '往北', '西路', '竹塘西路', '西路', '西路']",['A3区中海国际社区幼儿园']
A3区枫林三路涉外经济学院外街理发店扰民,A3区枫林三路涉外经济学院外街理发店扰民,A3区 枫林 三路 涉外经济 学院 外街 理发店 扰民,A3区,"['A3区', '外街', '枫林', '涉外经济', '扰民']",['南山十里天池'],['A3区枫林三路涉外经济学院']
A3区天顶街道尖山安置小区3栋跨越速运噪音扰民！,A3区天顶街道尖山安置小区3栋跨越速运噪音扰民,A3区 天顶 街道 尖山 安置 小区 栋 跨越 速运 噪音 扰民,A3区,"['A3区', '速运', '尖山', '天顶', '扰民']","['溪泉湾小学', '西湖楼南']","['A3区天顶街道', '尖山']"
A3区含浦镇马路卫生很差,A3区含浦镇马路卫生很差,A3区 含浦镇 马路 卫生 很差,A3区,"['A3区', '含浦镇', '很差', '马路', '卫生']","['A4区政府', 'A4区四方坪街道辖区', '高低不平', 'A市']",['A3区含浦镇']
A3区朝阳烧烤城半夜音响还在响,A3区朝阳烧烤城半夜音响还在响,A3区 朝阳 烧烤 城 半夜 音响 响,A3区,"['A3区', '烧烤', '音响', '朝阳', '半夜']",['A市恒大文化旅游城房子'],['A3区朝阳']
A3区银盆岭村这里为何不拆迁,A3区银盆岭村这里为何不拆迁,A3区 银盆岭 村 拆迁,A3区,"['A3区', '银盆岭', '拆迁']","['北京上海', 'A市']",['A3区银盆岭']
A3区谷山庭苑16栋电梯故障频发,A3区谷山庭苑16栋电梯故障频发,A3区 谷山庭苑 16 栋 电梯 故障 频发,A3区,"['A3区', '谷山庭苑', '16', '频发', '电梯']","['A5区', '半山', '沙湾公园', '半山', '江苏', 'A市', '中国星城', 'A市', 'A市', '星城A市']",['A3区']
A3区梅溪湖街道区牛聋子粉馆非法营业，噪音震人,A3区梅溪湖街道区牛聋子粉馆非法营业噪音震人,A3区 梅 溪湖 街道 区牛 聋子 粉馆 非法 营业 噪音 震人,A3区,"['溪湖', 'A3区', '区牛', '粉馆', '震人']","['邹伏生', '张坊', '富溪村', '李明秀', '李明秀', '李明秀', '张坊', '张坊', '杨晨鹏', '李明秀', '张坊', '杨晨鹏', '张坊']",['A3区梅溪湖']
A3区中海国际二期和五期之间的白塞湖路怎么一直修修停停,A3区中海国际二期和五期之间的白塞湖路怎么一直修修停停,A3区 中海 国际 二期 五期 之间 白塞 湖路 修修 停停,A3区,"['A3区', '白塞', '湖路', '修修', '五期']","['A市A2区金线街', '二楼', '曾多次']",['A3区中海']
A3区中房F联邦小区业主被强行收取停车费,A3区中房F联邦小区业主被强行收取停车费,A3区 中房 F 联邦 小区业主 强行 收取 停车费,A3区,"['A3区', '小区业主', '停车费', '强行', '收取']","['A市', '宝骏三大公司', '高德', '河西', '河西', '北二环', '河西', '沙河', 'A市']",['A3区']
A3区咸嘉新村还有托管中心在非法营运,A3区咸嘉新村还有托管中心在非法营运,A3区 咸嘉 新村 托管 中心 非法 营运,A3区,"['A3区', '咸嘉', '新村', '营运', '托管']",[],['A3区咸嘉新村还有托管中心']
A3区一米阳光婚纱艺术摄影是否合法纳税了？,A3区一米阳光婚纱艺术摄影是否合法纳税了,A3区 一米阳光 婚纱 艺术摄影 合法 纳税,A3区,"['一米阳光', 'A3区', '艺术摄影', '婚纱', '纳税']",['A市'],['A3区一米阳光婚纱艺术摄影']
A3区中海业主的小孩都没办法上中海幼儿园,A3区中海业主的小孩都没办法上中海幼儿园,A3区 中海 业主 小孩 办法 中海 幼儿园,A3区,"['中海', 'A3区', '幼儿园', '业主', '小孩']","['辉旭', '辉旭地产公司', 'A4区兴联路', '辉旭公司', '救援队', '依法治国']",['A3区中海业主']
A3区枫林美景露天公共停车位还要收费,A3区枫林美景露天公共停车位还要收费,A3区 枫林 美景 露天 公共 停车位 收费,A3区,"['A3区', '枫林', '停车位', '美景', '露天']",['A市A3区联丰路米兰'],['A3区']
A3区第十幼儿园数百名学龄前儿童即将无学可上,A3区第十幼儿园数百名学龄前儿童即将无学可上,A3区 第十 幼儿园 数百名 学龄前 儿童 无学 可上,A3区,"['A3区', '学龄前', '数百名', '第十', '幼儿园']","['省翼童文化传播有限公司', '黄美', '黄美', '黄美', 'A5区', '黄美', '黄美']",['A3区']
A3区公办幼儿园突然要拆迁了，我小孩就要没书读了,A3区公办幼儿园突然要拆迁了我小孩就要没书读了,A3区 公办 幼儿园 拆迁 小孩 没书读,A3区,"['A3区', '没书读', '公办', '幼儿园', '拆迁']","['A7县', '新乡高沙村']",['A3区']
A3区含浦学士路江山帝景小区施工造成安全隐患,A3区含浦学士路江山帝景小区施工造成安全隐患,A3区 含浦 学士 路 江山 帝景 小区 施工 安全隐患,A3区,"['A3区', '含浦', '帝景', '安全隐患', '学士']","['A7县', '新乡高沙村']",['A3区含浦学士路江山帝景']
A3区含浦镇九丰村有人破坏水土环境,A3区含浦镇九丰村有人破坏水土环境,A3区 含浦镇 丰村 有人 破坏 水土 环境,A3区,"['A3区', '含浦镇', '丰村', '水土', '破坏']","['唐波晓曾', '唐波晓']","['A3区含浦镇', '丰村']"
反映A3区楚雅路过江隧道匝道口的诸多问题,反映A3区楚雅路过江隧道匝道口的诸多问题,A3区 楚雅 路过 江 隧道 匝道 口 诸多,A3区,"['A3区', '楚雅', '匝道', '路过', '隧道']","['田东', 'A市', '田东', '希A6区铁公司']",['楚雅']
A3区德润园小区楼下餐饮店一天到晚油烟污染,A3区德润园小区楼下餐饮店一天到晚油烟污染,A3区 德润园 小区 楼下 餐饮店 一天到晚 油烟 污染,A3区,"['A3区', '德润园', '餐饮店', '油烟', '一天到晚']",['A市A1区九道湾'],['A3区德润园小区楼下餐饮店']
A3区岳北社区金域国际9栋顶层违建,A3区岳北社区金域国际9栋顶层违建,A3区 岳北 社区 金域 国际 栋 顶层 违建,A3区,"['A3区', '岳北', '金域', '违建', '顶层']",[],['A3区岳北社区']
A3区A3区大道晚上10点后有很多货车通行，附近居民无法入睡,A3区A3区大道晚上10点后有很多货车通行附近居民无法入睡,A3区 A3区 大道 晚上 10 点后 货车 通行 居民 入睡,A3区,"['A3区', '10', '点后', '入睡', '货车']","['A市', 'A市']",['A3区A3区']
A3区楚雅路隧道河西段隧道匝道设置不合理,A3区楚雅路隧道河西段隧道匝道设置不合理,A3区 楚雅路 隧道 河西 段 隧道 匝道 设置 不合理,A3区,"['隧道', 'A3区', '楚雅路', '匝道', '河西']",['A4区'],"['A3区楚雅路', '河西']"
A3区金星路地铁站旁楼盘工地整夜施工扰民,A3区金星路地铁站旁楼盘工地整夜施工扰民,A3区 金星 路 地铁站 旁 楼盘 工地 整夜 施工 扰民,A3区,"['A3区', '地铁站', '扰民', '整夜', '工地']",['A5区长郡语外第一附小'],['A3区']
A3区星蓝湾小区第二界业委会违规举报,A3区星蓝湾小区第二界业委会违规举报,A3区 星蓝湾 小区 界 业委会 违规 举报,A3区,"['A3区', '星蓝湾', '业委会', '小区', '举报']","['西地省中坤置业有限公司', '中华人民共和国', '坤置业公司', '西地省中坤置业有限公司']",['A3区星蓝湾小区第二界业委会']
A3区天马小区103栋饭店扰民严重,A3区天马小区103栋饭店扰民严重,A3区 天马 小区 103 栋 饭店 扰民,A3区,"['A3区', '103', '扰民', '天马', '饭店']",['A市雅礼中学'],['A3区天马小区']
反映A3区保利西海岸幼儿园的一些问题,反映A3区保利西海岸幼儿园的一些问题,A3区 保利 西海岸 幼儿园,A3区,"['A3区', '西海岸', '幼儿园', '保利']",['A市'],['A3区保利西海岸幼儿园']
请管一下A3区金路相车辆乱停乱放的问题,请管一下A3区金路相车辆乱停乱放的问题,请管 A3区 金路 相 车辆 乱 停 乱放,A3区,"['请管', 'A3区', '金路', '乱放', '车辆']",['A市'],[]
A3区汽车西站涧塘小区的私人KTV噪音很大,A3区汽车西站涧塘小区的私人KTV噪音很大,A3区 汽车 西站 涧 塘 小区 私人 KTV 噪音 很大,A3区,"['A3区', 'KTV', '西站', '噪音', '小区']",['A市'],['A3区汽车西站涧塘小区']
A3区学士街道裕园小区楼下的绿化带成菜市场了,A3区学士街道裕园小区楼下的绿化带成菜市场了,A3区 学士 街道 裕园 小区 楼下 绿化带 成 菜市场,A3区,"['A3区', '裕园', '绿化带', '菜市场', '楼下']",['长海'],['A3区学士街道裕园小区']
A3区西湖文化园偷钓者十分猖獗,A3区西湖文化园偷钓者十分猖獗,A3区 西湖 文化园 偷钓者 猖獗,A3区,"['A3区', '文化园', '偷钓者', '猖獗', '西湖']",['冯家坡'],['A3区西湖']
A3区学丰路卓越千山里工地夜间施工扰民,A3区学丰路卓越千山里工地夜间施工扰民,A3区 学丰路 卓越 千山 里 工地 夜间 施工 扰民,A3区,"['A3区', '学丰路', '扰民', '千山', '工地']",[],"['A3区', '千山']"
A3区恩瑞御西湖小区业主违规装修出租,A3区恩瑞御西湖小区业主违规装修出租,A3区 恩瑞御 西湖 小区业主 违规 装修 出租,A3区,"['A3区', '恩瑞御', '小区业主', '出租', '装修']","['兆集团', '徐平', 'A市政府']",['A3区恩瑞御西湖']
A3区保利麓谷林语小区外墙渗水日益严重,A3区保利麓谷林语小区外墙渗水日益严重,A3区 保利 麓 谷林语 小区 外墙 渗水 日益严重,A3区,"['A3区', '谷林语', '外墙', '渗水', '日益严重']","['胡书记', 'A市', 'A4区']",['A3区保利麓谷林语小区']
A3区雨敞坪镇新卯村三合组移动信号时有时无,A3区雨敞坪镇新卯村三合组移动信号时有时无,A3区 雨敞 坪 镇 新卯 村 合组 信号 时有时无,A3区,"['A3区', '雨敞', '新卯', '时有时无', '合组']","['泉塘', '泉塘', '泉星小学']",[]
反映A3区邦盛水岸御园二期的建设问题,反映A3区邦盛水岸御园二期的建设问题,A3区 邦 盛 水岸 御园 二期 建设,A3区,"['御园', 'A3区', '水岸', '二期', '建设']","['A7县', 'A7县', 'A7县', 'A7县']",['A3区']
请严查A3区杜容路工程车环卫车乱停扰民问题,请严查A3区杜容路工程车环卫车乱停扰民问题,请 严查 A3区 杜容路 工程车 环卫 车乱 停 扰民,A3区,"['A3区', '杜容路', '车乱', '工程车', '扰民']","['西地省和丰教育科技开发有限公司', 'A6区', 'A市A6区金山桥街道学校', '西地省']",['A3区杜容路']
A3区业振城三期a组团开发商欺诈销售，房屋存在重大消防安全隐患,A3区业振城三期a组团开发商欺诈销售房屋存在重大消防安全隐患,A3区 业振城 三期 a 组团 开发商 欺诈 销售 房屋 消防安全 隐患,A3区,"['A3区', '业振城', '消防安全', '组团', '三期']",[],['A3区业振城三期']
咨询A3区现行买房落户政策,咨询A3区现行买房落户政策,咨询 A3区 现行 买房 落户 政策,A3区,"['A3区', '落户', '买房', '现行', '咨询']","['A市', 'A市']",[]
A3区楚仪路车辆乱停违停,A3区楚仪路车辆乱停违停,A3区 楚仪 路 车辆 乱 停 违停,A3区,"['A3区', '楚仪', '违停', '车辆']","['A市A4区珠江俪城公园', '伍某', '廖某', '廖某', '廖某', '廖某', '百公里']",['A3区']
A3区教师招聘报名只给报考考生一次修改资料的机会,A3区教师招聘报名只给报考考生一次修改资料的机会,A3区 教师 招聘 报名 报考 考生 修改 资料 机会,A3区,"['A3区', '报考', '招聘', '考生', '报名']","['A市A4区珠江俪城公园', '伍某', '廖某', '廖某', '廖某', '廖某', '百公里']",['A3区']
在A3区梅溪湖派出所落户怎么这么久,在A3区梅溪湖派出所落户怎么这么久,A3区 梅 溪湖 派出所 落户 这么久,A3区,"['溪湖', 'A3区', '这么久', '落户', '派出所']",[],['A3区梅溪湖派出所']
A3区咸嘉新村房子严重漏水,A3区咸嘉新村房子严重漏水,A3区 咸嘉 新村 房子 漏水,A3区,"['A3区', '咸嘉', '漏水', '新村', '房子']","['A市', 'A市A3区银盆岭派出所', 'A3区公安局', '经侦大队', '陈金戎', '银盆岭派出所', 'A3区', '银盆岭派出所', '银盆岭派出所', '银盆岭派出所', '银盆岭派出所', '洪理哲', '苏队', 'A3区公安局', 'A市', 'A3区公安局', '经侦大队']",['A3区咸嘉新村房子']
